Feature,Threshold,TimeTrainMatrix,AMI,TimeTrainCommDetect,TimeTrainClus,RandIndex,Cluster
19,0.8,5.519773721694946,0.6972155841870267,3.0374560356140137,0.1677711009979248,0.8967532467532467,2
